## num_jobs: 1
# iodepth iops total_ios clat_ms clat_stdev usr_cpu sys_cpu OSD_cpu OSD_mem FIO_cpu FIO_mem
 1  2325.28  697587.00  0.42  0.24  2.33  1.87  186.42  43.92  27.97  0.00 
 2  4384.77  1315443.00  0.45  0.29  3.66  3.03  273.48  48.00  43.74  0.00 
 4  6892.21  2067670.00  0.57  0.47  5.24  4.00  366.90  50.32  59.12  0.37 
 8  9221.59  2766485.00  0.86  0.97  6.80  4.72  460.82  50.40  71.96  0.75 
 16  9471.16  2841404.00  1.68  4.29  6.79  4.65  504.30  50.40  73.41  0.80 
 24  9939.72  2981976.00  2.41  6.44  6.84  4.53  528.73  50.40  79.38  0.85 
 32  8240.89  2472333.00  3.87  15.91  6.05  4.12  483.05  50.40  66.25  0.64 
 40  7807.29  2342382.00  5.11  23.06  5.92  4.08  267.65  50.40  34.55  0.05 
 52  7803.63  407810.00  6.64  30.40  5.33  3.67  457.74  50.40  61.31  0.53 
 64  6671.05  54816.00  9.64  46.61  4.08  2.76  19.37  50.40  2.12  0.05 
