## num_jobs: 1
# iodepth iops total_ios clat_ms clat_stdev usr_cpu sys_cpu OSD_cpu OSD_mem FIO_cpu FIO_mem
 1  2364.44  709335.00  0.41  0.23  2.27  1.78  192.50  51.04  26.26  0.00 
 2  4375.47  1312645.00  0.45  0.29  3.55  2.99  275.98  52.80  43.14  0.00 
 4  6883.47  2065048.00  0.57  0.46  5.16  4.04  362.77  52.80  58.74  0.37 
 8  9140.94  2742320.00  0.87  1.05  6.19  4.79  458.91  52.80  70.79  0.75 
 16  9743.74  2923140.00  1.64  3.57  6.57  4.44  500.83  52.80  72.19  0.80 
 24  9041.19  2712401.00  2.65  8.91  6.28  4.43  500.33  52.80  69.92  0.75 
 32  8507.40  2552270.00  3.75  14.52  6.37  4.30  492.15  52.80  66.31  0.69 
 40  8067.40  2420260.00  4.95  20.76  5.91  3.98  484.88  52.80  66.27  0.69 
 52  7923.92  2377714.00  6.55  27.20  5.84  4.05  139.28  52.80  17.71  0.05 
 64  6980.21  85703.00  9.16  42.70  4.37  2.79  463.44  52.80  61.71  0.59 
