## num_jobs: 1
# iodepth iops total_ios clat_ms clat_stdev usr_cpu sys_cpu OSD_cpu OSD_mem FIO_cpu FIO_mem
 1  2314.64  694399.00  0.42  0.22  2.31  1.70  148.86  8.70  25.60  0.00 
 2  3454.06  1036222.00  0.57  0.32  3.00  2.48  164.81  9.00  35.49  0.00 
 4  4259.16  1277753.00  0.93  0.52  3.48  2.71  177.42  9.00  40.23  0.00 
 8  4783.89  1435176.00  1.66  1.06  3.73  2.68  180.34  9.00  41.82  0.00 
 16  4965.19  1489566.00  3.21  2.75  3.92  2.43  184.42  9.00  41.00  0.00 
 24  4780.77  1434260.00  5.01  5.70  3.79  2.27  185.18  9.00  39.26  0.00 
 32  4507.07  1352149.00  7.09  10.34  3.69  2.10  183.76  9.00  37.39  0.00 
 40  4281.60  1284505.00  9.33  17.63  3.56  1.98  180.64  9.00  36.49  0.00 
 52  4023.56  129804.00  12.89  29.89  3.30  1.97  34.77  9.00  5.88  0.00 
 64  4028.11  136867.00  15.81  40.41  3.32  2.11  175.14  9.00  34.87  0.00 
