## num_jobs: 1
# iodepth iops total_ios clat_ms clat_stdev usr_cpu sys_cpu OSD_cpu OSD_mem FIO_cpu FIO_mem
 1  5992.36  1797714.00  0.16  0.03  3.41  3.72  202.77  18.45  48.71  0.16 
 2  11362.07  3408632.00  0.17  0.04  5.26  5.79  269.72  19.20  80.38  0.96 
 4  18370.82  5511264.00  0.21  0.06  7.62  7.64  328.13  19.20  106.16  1.28 
 8  22816.43  6844952.00  0.35  0.12  9.84  8.01  340.98  19.20  117.53  1.49 
 16  26661.57  7998498.00  0.60  0.23  11.75  8.88  328.31  19.20  132.31  1.81 
 24  27665.87  8299789.00  0.86  0.34  12.41  8.90  309.79  19.20  132.50  1.87 
 32  30775.78  9232795.00  1.04  0.40  13.41  9.22  309.84  19.20  137.94  2.08 
 40  32026.92  9608139.00  1.24  0.44  13.62  9.35  325.84  19.20  141.91  2.08 
 52  35577.19  10673229.00  1.46  0.53  14.91  9.81  322.83  19.20  147.40  2.24 
 64  36231.67  10869573.00  1.76  0.51  14.30  9.55  338.94  19.20  146.05  2.24 
