## num_jobs: 1
# iodepth iops total_ios clat_ms clat_stdev usr_cpu sys_cpu OSD_cpu OSD_mem FIO_cpu FIO_mem
 1  5928.77  1778636.00  0.16  0.04  3.02  3.53  219.94  48.58  47.08  0.16 
 2  12063.69  3619120.00  0.16  0.04  5.66  6.01  335.50  50.40  82.35  1.01 
 4  20162.72  6048835.00  0.19  0.06  8.00  8.02  442.12  50.40  111.11  1.33 
 8  27204.71  8161439.00  0.29  0.10  10.27  8.78  530.13  50.40  126.35  1.81 
 16  29853.52  8956086.00  0.53  0.19  12.78  9.60  521.76  50.40  142.49  2.03 
 24  35582.99  10674932.00  0.67  0.32  13.83  9.98  546.00  50.40  150.44  2.29 
 32  32256.44  9676965.00  0.99  0.40  13.38  9.53  486.34  50.40  141.12  2.13 
 40  38609.06  11582757.00  1.03  0.45  14.88  9.93  519.29  50.40  151.97  2.40 
 52  35908.22  10772539.00  1.44  0.55  14.74  9.75  487.08  50.40  148.59  2.29 
 64  41245.24  12373654.00  1.55  0.54  15.77  10.05  502.74  50.40  160.28  2.45 
