## num_jobs: 1
# iodepth iops total_ios clat_ms clat_stdev usr_cpu sys_cpu OSD_cpu OSD_mem FIO_cpu FIO_mem
 1  2341.33  702401.00  0.42  0.25  2.13  1.75  188.71  44.02  25.43  0.00 
 2  4351.34  1305406.00  0.45  0.29  3.63  2.95  274.52  47.92  42.64  0.00 
 4  7029.62  2108893.00  0.56  0.45  5.37  4.02  375.73  50.32  60.56  0.37 
 8  9316.57  2795046.00  0.85  0.93  6.81  4.78  467.31  50.40  71.99  0.75 
 16  10527.11  3158228.00  1.51  2.85  7.43  4.96  533.80  50.40  77.79  0.91 
 24  10373.28  3112058.00  2.31  5.92  7.27  4.74  543.77  50.40  76.21  0.85 
 32  10026.54  3008032.00  3.18  9.98  7.04  4.73  542.55  50.40  74.39  0.85 
 40  9668.95  2900801.00  4.13  14.54  7.06  4.63  76.21  50.40  9.14  0.05 
 52  9234.82  364526.00  5.61  21.28  6.22  3.88  516.51  50.40  70.28  0.80 
 64  7567.49  15362.00  8.32  37.12  4.19  2.96  333.16  50.40  43.62  0.16 
