## num_jobs: 1
# iodepth iops total_ios clat_ms clat_stdev usr_cpu sys_cpu OSD_cpu OSD_mem FIO_cpu FIO_mem
 1  5907.63  1772294.00  0.16  0.04  3.08  3.50  224.04  48.65  47.21  0.16 
 2  11981.12  3594347.00  0.16  0.04  5.64  6.01  328.43  50.40  81.46  1.01 
 4  20480.73  6144238.00  0.19  0.05  8.48  7.95  460.80  50.40  111.76  1.33 
 8  25964.52  7789383.00  0.30  0.10  9.94  8.63  518.61  50.40  123.36  1.71 
 16  31876.45  9562966.00  0.50  0.19  12.71  9.93  554.75  50.40  144.13  2.13 
 24  31641.41  9492487.00  0.75  0.32  13.47  9.79  512.80  50.40  146.19  2.13 
 32  34008.62  10202655.00  0.94  0.41  14.15  9.63  508.20  50.40  144.85  2.19 
 40  35550.79  10665308.00  1.12  0.45  14.98  9.54  498.85  50.40  148.59  2.29 
 52  36219.83  10866020.00  1.43  0.55  14.63  9.81  496.73  50.40  152.79  2.35 
 64  39533.39  11860097.00  1.61  0.55  15.16  10.12  510.25  50.40  152.03  2.40 
