## num_jobs: 1
# iodepth iops total_ios clat_ms clat_stdev usr_cpu sys_cpu OSD_cpu OSD_mem FIO_cpu FIO_mem
 1  2404.52  721357.00  0.41  0.17  2.20  1.73  143.62  5.49  25.96  0.00 
 2  3436.05  1030819.00  0.57  0.31  3.38  2.41  165.02  6.58  36.99  0.00 
 4  4267.84  1280356.00  0.93  0.52  3.59  2.67  177.23  6.60  41.34  0.00 
 8  4840.20  1452064.00  1.64  0.98  4.05  2.53  179.89  7.18  42.35  0.00 
 16  5064.77  1519441.00  3.15  2.29  4.18  2.48  185.89  7.20  42.32  0.00 
 24  4785.83  1435788.00  5.01  4.98  3.98  2.19  185.30  7.20  39.55  0.00 
 32  4492.44  1347787.00  7.11  8.81  3.76  2.24  186.46  7.20  37.73  0.00 
 40  4240.08  1272053.00  9.42  13.73  3.58  2.05  180.98  7.20  35.67  0.00 
 52  4072.61  1221817.00  12.75  22.64  3.59  1.89  179.67  7.20  34.75  0.00 
 64  4019.01  1205751.00  15.91  32.65  3.51  1.85  178.88  7.20  34.39  0.00 
